Discipline,Main Topic,Subtopics
Segurança Pública,4. Polícia Comunitária,
Segurança Pública,5. Policiamento Ostensivo Geral,
Segurança Pública,6. Técnica Policial,
Segurança Pública,7. Sistema Nacional de Armas - SINARM,
Agropecuária,1. Pecuária,1.1 Zootecnia
Agropecuária,2. Agroindustrialização de Alimentos,
Agropecuária,3. Agricultura Aplicada na Agropecuária,"3.1 Culturas Agrícolas na Agropecuária, 3.2 Defensivos Agrícolas e Fertilizantes na Agropecuária, 3.3 Manejo de Pragas e Patógenos, 3.4 Manejo do Solo"
Agropecuária,4. Máquinas Agrícolas,
Agropecuária,5. Utilização de Recursos Hídricos,"5.1 Irrigação em Agropecuária, 5.2 Hidrologia na Agropecuária"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",1. Tribunal de Contas da União,"1.1 Lei nº 8.443 de 1992 - Lei Orgânica do Tribunal de Contas da União, 1.2 Regimento Interno do Tribunal de Contas da União, 1.3 Manual de Obras Públicas do Tribunal de Contas da União, 1.4 Portaria TCU nº 175 de 2013, 1.5 Instruções Normativas do Tribunal de Contas da União, 1.6 Jurisprudência do TCU, 1.7 Princípios e Normas de Conduta Ética dos Servidores do TCU, 1.8 Portaria TCU nº 168 de 2011"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",2. Tribunal de Contas do Estado do Acre,"2.1 Lei Orgânica do Tribunal de Contas do Estado do Acre, 2.2 Regimento Interno do Tribunal de Contas do Estado do Acre"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",3. Tribunal de Contas do Estado de Alagoas,"3.1 Lei nº 5.604 - Lei Orgânica do Tribunal de Contas do Estado do Alagoas, 3.2 Regimento Interno do Tribunal de Contas do Estado do Alagoas"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",4. Tribunal de Contas do Estado do Amapá,4.1 Lei Complementar nº 10 - Lei Orgânica do Tribunal de Contas do Estado do Amapá
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",5. Tribunal de Contas do Estado do Amazonas,"5.1 Lei Orgânica do Tribunal de Contas do Estado do Amazonas, 5.2 Regimento Interno do Tribunal de Contas do Estado do Amazonas"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",6. Tribunal de Contas do Estado da Bahia,"6.1 Lei Complementar nº 5 - Tribunal de Contas do Estado da Bahia, 6.2 Regimento Interno do Tribunal de Contas do Estado da Bahia"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",7. Tribunal de Contas do Estado do Ceará,"7.1 Lei Orgânica do Tribunal de Contas do Estado do Ceará, 7.2 Regimento Interno do Tribunal de Contas do Estado do Ceará"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",8. Tribunal de Contas do Distrito Federal,"8.1 Lei Orgânica do Tribunal de Contas do Distrito Federal, 8.2 Regimento Interno do Tribunal de Contas do Estado do Distrito Federal"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",9. Tribunal de Contas do Estado do Espírito Santo,"9.1 Lei Complementar nº 621 - Lei Orgânica do Tribunal de Contas do Espírito Santo, 9.2 Regimento Interno do Tribunal de Contas do Estado do Espírito Santo, 9.3 Código de Ética dos Membros do Tribunal de Contas do Estado do Espírito Santo"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",10. Tribunal de Contas do Estado de Goiás,"10.1 Lei Orgânica do Tribunal de Contas de Goiás, 10.2 Resolução nº 22 de 2008 - Regimento Interno do Tribunal de Contas do Estado de Goiás, 10.3 Lei nº 13.251 de 1998 – Estrutura organizacional do Tribunal de Contas dos Municípios do Estado de Goiás, 10.4 Resoluções Normativas do Tribunal de Contas do Estado de Goias - TCE-GO"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",11. Tribunal de Contas do Estado de Mato Grosso,"11.1 Lei Orgânica do Tribunal de Contas do Estado de Mato Grosso, 11.2 Regimento Interno do Tribunal de Contas do Estado do Mato Grosso"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",12. Tribunal de Contas do Estado do Maranhão,"12.1 Lei Orgânica do Tribunal de Contas do Maranhão, 12.2 Resolução nº 001 de 2000 - Regimento Interno do Tribunal de Contas do Estado do Maranhão"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",13. Legislação do Tribunal de Justiça do Estado do Mato Grosso do Sul,"13.1 Lei Orgânica do Tribunal de Contas do Estado do Mato Grosso do Sul, 13.2 Regimento Interno do Tribunal de Contas do Estado do Mato Grosso do Sul"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",14. Tribunal de Contas do Estado de Minas Gerais,"14.1 Lei Orgânica do Tribunal de Contas do Estado de Minas Gerais, 14.2 Resolução nº 12 de 2008 - Regimento Interno do Tribunal de Contas do Estado de Minas Gerais"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",15. Tribunal de Contas do Estado do Pará,"15.1 Lei Orgânica do Tribunal de Contas do Estado do Pará, 15.2 Regimento Interno do Tribunal de Contas do Estado do Pará, 15.3 Lei nº 8.037 de 2014 - Plano de Cargos, Carreiras e Remuneração dos Servidores do Tribunal de Contas do Estado do Pará, 15.4 Resoluções do TCE/PA"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",16. Tribunal de Contas dos Municípios do Estado do Pará,"16.1 Lei Complementar nº 84 de 2012 - Lei Orgânica do Tribunal de Contas dos municípios do Pará, 16.2 Ato nº 16 de 2013 - Regimento Interno do Tribunal de Contas dos Municípios do Estado do Pará"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",17. Ministério Público de Contas dos Municípios do Estado do Pará,17.1 Lei Complementar nº 86 de 2013 - Lei Orgânica do Ministério Público de Contas dos municípios do Pará
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",18. Tribunal de Contas do Estado da Paraíba,"18.1 Lei Complementar nº 18 - Lei Orgânica do Tribunal de Contas da Paraíba, 18.2 Regimento Interno do Tribunal de Contas do Estado da Paraíba"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",19. Tribunal de Contas do Estado do Paraná,"19.1 Lei Orgânica do Tribunal de Contas do Estado do Paraná, 19.2 Regimento Interno do Tribunal de Contas do Estado do Paraná, 19.3 Resolução nº 55 de 2016, 19.4 Instrução Normativa nº 148 de 2019 - Dispõe sobre o Processo de Prestação de Contas Anual, do Exercício Financeiro de 2018, 19.5 Sistema Integrado de Atos de Pessoal – SIAP"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",20. Tribunal de Contas do Estado de Pernambuco,"20.1 Lei Orgânica do Tribunal de Contas do Estado de Pernambuco, 20.2 Regimento Interno do Tribunal de Contas do Estado de Pernambuco"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",21. Tribunal de Contas do Estado do Piauí,"21.1 Lei Orgânica do Tribunal de Contas do Estado do Piauí - TCE-PI, 21.2 Regimento Interno do Tribunal de Contas do Estado do Piauí, 21.3 Resoluções do TCE-PI"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",22. Tribunal de Contas do Estado do Rio de Janeiro,"22.1 Lei Complementar nº 63 de 1990 - Lei Orgânica do Tribunal de Contas do Rio de Janeiro, 22.2 Regimento Interno do Tribunal de Contas do Estado do Rio de Janeiro, 22.3 Lei nº 4.787 de 2006 - Quadro de Pessoal do Tribunal de Contas do Estado do Rio de Janeiro"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",23. Tribunal de Contas do Município do Rio de Janeiro,"23.1 Lei Orgânica do Tribunal de Contas do Município do Rio de Janeiro, 23.2 Regimento Interno do Tribunal de Contas do Município do Rio de Janeiro, 23.3 Lei nº 3.714 de 2003, 23.4 Manual de Auditoria da Controladoria Geral do Município do Rio de Janeiro"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",24. Tribunal de Contas do Estado do Rio Grande do Norte,"24.1 Lei Orgânica do Tribunal de Contas do Estado do Rio Grande do Norte, 24.2 Regimento Interno do Tribunal de Contas do Estado do Rio Grande do Norte"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",25. Tribunal de Contas do Estado do Rio Grande do Sul,"25.1 Lei Orgânica do Tribunal de Contas do Estado do Rio Grande do Sul, 25.2 Regimento Interno do Tribunal de Contas do Estado do Rio Grande do Sul"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",26. Tribunal de Contas do Estado de Rondônia,"26.1 Lei Complementar nº 154 de 1996 - Tribunal de Contas do Estado de Rondônia, 26.2 Lei Complementar nº 307 de 2004 - Estrutura Organizacional do Tribunal de Contas do Estado de Rondônia e o Quadro de Pessoal e o Plano de Carreiras, Cargos e Remunerações dos seus Servidores, 26.3 Regimento Interno do Tribunal de Contas do Estado de Rondônia, 26.4 Código de Ética dos Servidores do Tribunal de Contas do Estado de Rondônia"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",27. Tribunal de Contas do Estado de Roraima,"27.1 Lei Orgânica do Tribunal de Contas do Estado de Roraima, 27.2 Regimento Interno do Tribunal de Contas do Estado de Roraima"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",28. Tribunal de Contas do Estado de Santa Catarina,"28.1 Lei Complementar  nº 202 de 2000 - Lei Orgânica do Tribunal de Contas de Santa Catarina, 28.2 Regimento Interno do Tribunal de Contas do Estado de Santa Catarina, 28.3 Resolução nº 16 de 1994"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",29. Tribunal de Contas do Estado de São Paulo,"29.1 Lei Complementar nº 709 de 1993 - Lei Orgânica do Tribunal de Contas do Estado de São Paulo, 29.2 Regimento Interno do Tribunal de Contas do Estado de São Paulo"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",30. Tribunal de Contas do Estado de Sergipe,"30.1 Lei Complementar nº 04 de 1990 - Lei Orgânica do Tribunal de Contas do Estado de Sergipe, 30.2 Regimento Interno do Tribunal de Contas do Estado do Sergipe"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",31. Tribunal de Contas do Estado de Tocantins,"31.1 Lei Orgânica do Tribunal de Contas do Estado do Tocantins, 31.2 Regimento Interno do Tribunal de Contas do Estado de Tocantins, 31.3 Instrução Normativa TCE/TO nº 02 de 2006"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",32. Tribunal de Contas dos Municípios do Estado da Bahia,"32.1 Lei Orgânica do Tribunal de Contas dos Municípios do Estado da Bahia, 32.2 Regimento Interno do Tribunal de Contas dos Municípios do Estado da Bahia"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",33. Tribunal de Contas do Município de São Paulo,"33.1 Lei Orgânica do Tribunal de Contas do Município de São Paulo, 33.2 Regimento Interno do Tribunal de Contas do Município de São Paulo"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",34. Tribunal de Contas dos Municípios do Estado do Ceará,"34.1 Lei Orgânica do Tribunal de Contas dos Municípios do Estado do Ceará, 34.2 Regimento Interno do Tribunal de Contas dos Municípios do Ceará"
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",35. Tribunal de Contas dos Municípios do Estado de Goiás,35.1 Lei Orgânica do Tribunal de Contas dos Municípios do Estado de Goiás
"Legislação dos Tribunais de Contas (TCU, TCEs e TCMs) e Ministérios Públicos de Contas",36. Ministério Público de Contas do Estado do Pará,36.1 Lei Orgânica do Ministério Público de Contas do Estado do Pará
Italiano,1. Interpretação de Texto | Interpretazione di Testo,
Italiano,2. Classes Gramaticais | Classi Grammaticali,
Italiano,3. Verbos | Verbi,
Astronomia,1. Astronomia Observacional,"1.1 Astronomia Óptica, 1.2 Astrometria e Mecânica Celeste"
Astronomia,2. Subcampos Específicos,"2.1 Astronomia Solar, 2.2 Ciência Planetária, 2.3 Astronomia Estelar, 2.4 Astronomia Galáctica, 2.5 Astronomia Extragaláctica, 2.6 Cosmologia"
Astronomia,3. Astronomia Teórica,
Astronomia,4. Campos Interdisciplinares,
Tratados Internacionais,1. Tratados Internacionais de Direitos Humanos,"1.1 Declaração Universal Sobre Bioética e Direitos Humanos - 2005, 1.2 Decreto nº 42.121 de 1957 - Convenções de Genebra Destinadas a Proteger as Vítimas da Guerra, 1.3 Decreto nº 5.017 de 2004 - Protocolo Adicional à Convenção das Nações Unidas contra o Crime Organizado Transnacional Relativo à Prevenção, Repressão e Punição do Tráfico de Pessoas, 1.4 Decreto nº 7.225 de 2010 - Protocolo de Assunção - Compromisso com a Promoção e a Proteção dos Direitos Humanos do Mercosul, 1.5 Decreto nº 9522 de 2018 - Tratado de Marraqueche para Facilitar o Acesso a Obras Publicadas às Pessoas Cegas, com Deficiência Visual ou com Outras Dificuldades ao Texto Impresso"
Tratados Internacionais,2. Tratados Internacionais de Comércio e Economia,
Tratados Internacionais,3. Tratados Internacionais de Tecnologia,3.1 Manual de Oslo
Tratados Internacionais,4. Tratados Internacionais de Defesa e Segurança,4.1 Convenção das Nações Unidas contra o Crime Organizado Transnacional - Convenção de Palermo
Gestão de Saúde e Administração Hospitalar,1. Estrutura Organizacional Hospitalar,"1.1 Tipos de Estrutura Organizacional, 1.2 Departamentalização em Hospitais, 1.3 Hierarquia nas Organizações de Saúde"
Gestão de Saúde e Administração Hospitalar,2. Processo Administrativo em Gestão de Saúde,"2.1 Planejamento em Gestão de Saúde, 2.2 Organização em Gestão de Saúde, 2.3 Direção em Gestão de Saúde, 2.4 Controle em Gestão de Saúde, 2.5 Ergonomia, Princípios de Segurança e Prevenção de Acidentes no Trabalho"
Gestão de Saúde e Administração Hospitalar,3. Gestão Estratégica em Serviços de Saúde,"3.1 Planejamento Estratégico Hospitalar, 3.2 Indicadores de Desempenho em Serviços de Saúde, 3.3 Processo Decisório nas Organizações de Saúde, 3.4 Gestão de Equipamentos e de Unidades Operacionais"
Gestão de Saúde e Administração Hospitalar,4. Gestão em Equipes de Saúde,"4.1 Liderança nas Equipes de Saúde, 4.2 Trabalho em Equipe para Prestação de Serviços de Saúde, 4.3 Motivação nas Equipes de Saúde, 4.4 Avaliação de Desempenho dos Profissionais de Saúde, 4.5 Conduta dos Profissionais de Saúde"
Gestão de Saúde e Administração Hospitalar,5. Qualidade na Gestão Hospitalar,"5.1 Qualidade nos Serviços de Saúde, 5.2 Qualidade no Atendimento ao Público Hospitalar, 5.3 Acreditação Hospitalar"
Publicidade e Propaganda,1. Direção de Arte,"1.1 A Criação Publicitária dentro do Mercado de Publicidade e Propaganda - A Estrutura das Agência, 1.2 A Direção de Arte Publicitária - Processos Criativos, 1.3 Direção de Arte em Publicidade"
Publicidade e Propaganda,2. Estética da Comunicação,"2.1 Influências Artísticas - Enade, 2.2 O Meio Impresso -  Composição Visual"
Publicidade e Propaganda,3. Gestão e resultados em Publicidade e Propaganda,3.1 Mídias Sociais -  Monitoramento De Mídias Sociais
Publicidade e Propaganda,4. História da Comunicação e da Publicidade e Propaganda,4.1 História da Mídia - História da Imprensa
Publicidade e Propaganda,5. Marketing e Gestão de Marcas,"5.1 A Competição em nível Global, 5.2 Construção de Marca -  Ferramentas de Construção de Marca, 5.3 Imagem da Empresa, 5.4 Marketing e Responsabilidade Social, 5.5 Marketing Socialmente Responsável"
Publicidade e Propaganda,6. Pesquisa de Mercado e Comportamento do Consumidor,"6.1 Comportamento do Consumidor -  Segmentação de Mercado, 6.2 Pesquisa de Mercado"
Publicidade e Propaganda,7. Planejamento de Comunicação Integrada,"7.1 Atendimento Publicitário - Competências e Funções do Profissional de Atendimento, 7.2 Criação & Planejamento -  Briefing, 7.3 Público Alvo"
Publicidade e Propaganda,"8. Produção Audiovisual, Digital, Fotográfica, Gráfica e Sonora",8.1 Vetorização de Imagens Bitmap
Publicidade e Propaganda,9. Psicologia da Comunicação,9.1 Experiência de Consumo e Perfil do Profissional e do Consumidor -  Experiência e Perfil do Consumidor nos Setores Hoteleiros e Gastronômicos
Publicidade e Propaganda,10. Redação Publicitária,"10.1 Mídias Audiovisuais, 10.2 Spot"
Publicidade e Propaganda,11. Sociologia da Comunicação,11.1 Teóricos da Comunicação
Publicidade e Propaganda,12. Tecnologias da Comunicação,12.1 A Publicidade como Narrativa do Consumo - Publicidade na Web: Narrativas de Consumo.
Publicidade e Propaganda,13. Teorias da Comunicação,"13.1 A Revolução Digital -  A Evolução da Internet, 13.2 Cultura da Convergência / Metassistemas de Informação, 13.3 Cultura das Mídias / Mcluhan - Aspectos Funcionais e Ideológicos, 13.4 Mídias Digitais - Cultura da Convergência"
Publicidade e Propaganda,14. Planejamento de Mídia e de Pontos de Contato,"14.1 Características Dos Meios De Comunicação, 14.2 Mídia"
Legislação dos Municípios do Estado de Goiás,1. Legislação do Município de Goiânia,"1.1 Lei n° 5.040 de 1975 - Código Tributário do Município de Goiânia, 1.2 Código de Obras e Edificações do Município de Goiânia, 1.3 Lei nº 9.861 de 2016 - Regula o Processo Administrativo no Âmbito da Administração Pública Municipal"
Legislação dos Municípios do Estado de Goiás,2. Legislação do Município de Israelândia,2.1 Lei Orgânica do Município de Israelândia
Legislação dos Municípios do Estado de Goiás,3. Legislação do Município de Novo Gama,"3.1 Lei Orgânica Municipal de Novo Gama, 3.2 Código Tributário do Município de Novo Gama, 3.3 Lei Complementar nº 1.124 de 2010 - Regime Jurídico dos Servidores Públicos do Município de Novo Gama"
Legislação dos Municípios do Estado de Goiás,4. Município de Inhumas,
Legislação dos Municípios do Estado de Goiás,5. Legislação do Município de Aparecida de Goiânia,"5.1 Lei Complementar nº 03 de 2001 - Estatuto dos Servidores Municipais, 5.2 Lei Complementar nº 19 de 2009, 5.3 Lei Complementar nº 10 de 2005 – Adequação do Regime Jurídico Próprio de Aparecida de Goiânia à Emenda Constitucional 41/03 - AparecidaPrev"
Legislação dos Municípios do Estado de Goiás,6. Legislação do Município de Padre Bernardo,6.1 Lei Orgânica do Município de Padre Bernardo
Legislação dos Municípios do Estado de Goiás,7. Legislação do Município de Caldas Novas,7.1 Lei Complementar nº 21 de 2014
Legislação dos Municípios do Estado de Goiás,8. Legislação do Município de Itauçu,"8.1 Código Tributário do Município de Itauçu, 8.2 Lei Orgânica do Município de Itauçu, 8.3 Lei nº 892 de 2014 - Regime Jurídico dos Servidores Municipais, 8.4 Lei nº 374 de 1990 - Estatuto dos Servidores Públicos Municipais"
Legislação dos Municípios do Estado de Goiás,9. Legislação do Município de Palmeiras de Goiás,9.1 Código Tributário do Município de Palmeiras de Goiás
Legislação dos Municípios do Estado de Goiás,10. Legislação do Município de Goianira,"10.1 Lei Orgânica do Município de Goianira, 10.2 Plano Diretor do Município de Goianira"
Legislação dos Municípios do Estado de Goiás,11. Legislação do Município de Alvelinópolis,"11.1 Lei Orgânica do Município de Avelinópolis, 11.2 Estatuto dos Servidores Públicos do Município de Alvelinópolis"
Legislação dos Municípios do Estado de Goiás,12. Legislação do Município de Itumbiara,"12.1 Lei Orgânica do Município de Itumbiara, 12.2 Lei Complementar nº 12 de 1999 - Estatuto dos Servidores Públicos do Município de Itumbiara, 12.3 Lei Complementar nº 177 de 2016 - Estrutura Organizacional da Câmara Municipal"
Legislação dos Municípios do Estado de Goiás,13. Legislação do Município de Jataí,"13.1 Lei Orgânica do Município de Jataí, 13.2 Código Tributário Municipal de Jataí, 13.3 Código de Posturas do Município de Jataí, 13.4 Plano Diretor do Município de Jataí, 13.5 Lei  nº 1.400 de 1990 - Institui o Regime Jurídico Único dos Servidores Públicos, 13.6 Lei nº 3.936 de 2017 - Guarda Civil Municipal de Jataí, 13.7 Lei n.º 3.947 de 2017 – Dispõe sobre a Estrutura do Poder Executivo do Município de Jataí, 13.8 Lei nº 3.708 de 2015 - Plano Municipal de Educação"
Legislação dos Municípios do Estado de Goiás,14. Legislação do Município de Senador Canedo,"14.1 Lei nº 1.488 de 2010 - Regime Jurídico Estatutário dos Servidores Públicos do Município, 14.2 Lei Orgânica do Município de Senador Canedo, 14.3 Lei nº 1.605 de 2011 - Guarda Municipal, 14.4 Lei nº 1.596 de 2011 – Código de Posturas do Município de Canedo, 14.5 Lei nº 50 de 1989 - Código Tributário do Município Senador Canedo"
Legislação dos Municípios do Estado de Goiás,15. Legislação do Município de Edéia,"15.1 Lei Orgânica do Município de Edéia, 15.2 Lei nº 506 de 2007 - Estatuto dos Servidores Públicos, 15.3 Lei nº 290 de 1997 - Código Tributário do Município, 15.4 Código de Posturas do Município de Edéia"
Legislação dos Municípios do Estado de Goiás,16. Legislação do Município de Aruanã,"16.1 Lei Orgânica do Município de Aruanã, 16.2 Lei nº 012 de 1991 - Regime Jurídico dos Servidores Públicos e Estatuto do Município"
Legislação dos Municípios do Estado de Goiás,17. Legislação do Município de Palminópolis,"17.1 Lei Orgânica do Município de Palminópolis, 17.2 Lei nº 029 de 1990 - Estatuto dos Funcionários Públicos do Município de Palminópolis"
Legislação dos Municípios do Estado de Goiás,18. Legislação do Município de Campinorte,"18.1 Lei Orgânica do Município de Campinorte, 18.2 Lei nº 226 de 1991 - Regimento Jurídico Único os Servidores do Município de Capionorte, 18.3 Lei Complementar nº 230 de 1991 - Parcelamento do Solo no Município, 18.4 Código de Obras e Posturas do Município de Campinorte"
Legislação dos Municípios do Estado de Goiás,19. Legislação do Município de Ouvidor,19.1 Lei Orgânica do Município de Ouvidor
Legislação dos Municípios do Estado de Goiás,20. Legislação do Município de Mozarlândia,"20.1 Lei Orgânica do Município de Mozarlândia, 20.2 Lei nº 651 de 2012 - Estatuto dos Servidores Públicos Municipais e dos Servidores do Magistério, 20.3 Lei nº 769 de 2015 - Política Municipal de Educação Ambiental, 20.4 Lei nº 538 de 2008 - Código de Obras e Posturas do Município, 20.5 Lei Complementar nº 763 de 2014 - Código Tributário do Município"
Legislação dos Municípios do Estado de Goiás,21. Legislação do Município de Anápolis,21.1 Lei Orgânica do Município de Anápolis
Legislação dos Municípios do Estado de Goiás,22. Legislação do Município de Hidrolândia,22.1 Lei Complementar nº 73 de 1990 - Estatuto dos Servidores Públicos do Município
Legislação dos Municípios do Estado de Goiás,23. Legislação do Município de Luziânia,23.1 Lei Orgânica do Município de Luziânia
Legislação dos Municípios do Estado de Goiás,24.  Legislação do Município de Colinas do Sul,24.1 Lei Orgânica do Município de Colinas do Sul
Legislação dos Municípios do Estado de Goiás,25. Legislação do Município de Alto Paraíso de Goiás,"25.1 Lei Orgânica do Município de Alto Paraíso de Goiás, 25.2 Lei nº 322 de 1991 - Estatuto dos Servidores Públicos do Município de Alto Paraíso de Goiás, 25.3 Lei Complementar nº 31 de 2019 - Código Tributário do Município de Alto Paraíso de Goiás"
Legislação dos Municípios do Estado de Goiás,26. Legislação do Município de São Miguel do Passa Quatro,"26.1 Lei Orgânica do Município de São Miguel do Passa Quatro, 26.2 Lei nº 62 de 1990 - Estatuto dos Funcionários Públicos do Município de São Miguel do Passa Quatro"
Legislação dos Municípios do Estado de Goiás,27. Legislação do Município de Goiatuba,"27.1 Lei Orgânica do Município de Goiatuba, 27.2 Lei nº 2.524 de 2008 - Plano Diretor do Município de Goiatuba"
Legislação dos Municípios do Estado de Goiás,28. Legislação do Município de Turvelândia,28.1 Lei Orgânica do Município de Turvelândia
Legislação dos Municípios do Estado de Goiás,29. Legislação do Município de Rio Verde,"29.1 Lei nº 3.968 de 2000 - Estatuto dos Servidores Públicos do Município de Rio Verde, 29.2 Lei Complementar nº 182 de 2020 - Estrutura Orgânica Básica da Administração Pública do Município de Rio Verde, 29.3 Lei Orgânica do Município de Rio Verde"
Legislação dos Municípios do Estado de Goiás,30. Legislação do Município de Goiandira,"30.1 Lei Orgânica do Município de Goiandira, 30.2 Lei nº 1.010 de 2004 - Estatuto dos Servidores Públicos do Município de Goiandira"
Legislação dos Municípios do Estado de Goiás,31. Legislação do Município de Nova Aurora,"31.1 Lei Orgânica do Município de Nova Aurora, 31.2 Lei nº 007 de 1993 - Estatuto dos Servidores Públicos do Município de Nova Aurora"
Legislação dos Municípios do Estado de Goiás,32. Legislação do Município de Cidade Ocidental,32.1 Lei nº 1.292 de 2021 - Código de Meio Ambiente do Município de Cidade Ocidental
Legislação dos Municípios do Estado de Goiás,33. Legislação do Município de Vianópolis,"33.1 Lei Orgânica do Município de Vianópolis, 33.2 Lei nº 212 de 1990 - Estatuto dos Servidores Públicos do Município de Vianópolis"
Legislação dos Municípios do Estado de Goiás,34. Legislação do Município de Piracanjuba,"34.1 Lei Orgânica do Município de Piracanjuba, 34.2 Lei nº 591 de 1990 - Estatuto dos Servidores Públicos do Município de Piracanjuba, 34.3 Lei nº 1.260 de 2006 - Código de Posturas do Município de Piracanjuba"
Legislação dos Municípios do Estado de Goiás,35. Legislação do Município de Alexânia,"35.1 Lei Orgânica do Município de Alexânia, 35.2 Lei Complementar nº 50 de 2022 - Regime Jurídico Único dos Servidores Públicos do Município de Alexânia"
Legislação dos Municípios do Estado de Goiás,36. Legislação do Município de Morrinhos,36.1 Lei nº 2.396 de 2008 - Plano Diretor do Município de Morrinhos
Legislação dos Municípios do Estado de Goiás,37. Legislação do Município de Rubiataba,"37.1 Lei Orgânica do Município de Rubiataba, 37.2 Lei Complementar nº 05 de 1990 - Estatuto dos Funcionários Públicos do  Município de Rubiataba, 37.3 Lei Complementar nº 172 de 2019 - Código Tributário do  Município de Rubiataba"
Legislação dos Municípios do Estado de Goiás,38. Legislação do Município de Campo Alegre de Goiás,"38.1 Lei Orgânica do Município de Campo Alegre de Goiás, 38.2 Lei Complementar nº 06 de 2002 - Estatuto dos Servidores Públicos do Município de Campo Alegre de Goiás"
Legislação dos Municípios do Estado de Goiás,39. Legislação do Município de Santo Antônio do Descoberto,"39.1 Lei nº 180 de 1993 - Regime Jurídico dos Funcionários Públicos do Município de Santo Antônio do Descoberto, 39.2 Lei Orgânica do Município de Santo Antônio do Descoberto"
Legislação dos Municípios do Estado de Goiás,40. Legislação do Município de Perolândia,"40.1 Lei nº 275 de 2011 - Regime Jurídico dos Servidores Públicos do Município de Perolândia, 40.2 Lei nº 400 de 2018 - Código de Meio Ambiente do Município de Perolândia"
Legislação dos Municípios do Estado de Goiás,41. Legislação do Município de Nova Glória,41.1 Lei Orgânica do Município de Nova Glória
Legislação dos Municípios do Estado de Goiás,42. Legislação do Município de Cristalina,42.1 Lei nº 1.207 de 1994 - Regime Jurídico dos Servidores Públicos do Município de Cristalina
Legislação dos Municípios do Estado do Mato Grosso,1. Legislação do Município de Cuiabá,"1.1 Lei Orgânica do Município de Cuiabá, 1.2 Lei Complementar n° 93 de 2003 - Estatuto dos Servidores Públicos do Município de Cuiabá, 1.3 Lei nº 5.956 de 2015 - Lei da Gestão Democrática do Município, 1.4 Política Educacional e Diretrizes da Secretaria Municipal de Educação de Cuiabá, 1.5 Lei nº 220 de 2010 - Lei Orgânica dos Profissionais da Secretaria de Educação"
